0,133
5,126
10,123
15,115
20,111
25,105
30,101
35,97
40,92
45,89
50,86
55,82
60,77
65,73
70,72
75,70
80,67
85,63
90,63
95,63
100,60
105,59
110,57
115,56
120,53
125,53
130,53
135,53
140,53
145,53
150,53
155,53
160,56
165,56
170,56
175,56
180,53
185,53
190,57
195,60
200,63
205,68
210,72
215,76
220,80
225,86
230,89
235,92
240,95
245,103
250,119
255,131
260,145
265,161
270,179
275,197
280,221
285,234
290,241
295,245
300,254
305,272
310,294
315,317
320,350
325,373
330,384
335,402
340,421
345,421
350,419
355,411
360,407
365,415
370,425
375,425
380,429
385,421
390,445
395,452
400,455
405,455
410,455
415,450
420,445
425,445
430,451
435,452
440,455
445,451
450,445
455,445
460,441
465,448
470,443
475,434
480,425
485,422
490,421
495,425
500,429
505,421
510,418
515,418
520,425
525,429
530,432
535,429
540,432
545,422
550,459
555,462
560,469
565,465
570,474
575,468
580,460
585,464
590,459
595,469
600,511
605,503
610,508
615,508
620,507
625,511
630,497
635,482
640,492
645,482
650,488
655,501
660,470
665,492
670,493
675,496
680,501
685,497
690,493
695,478
700,489
705,469
710,468
715,455
720,459
725,462
730,474
735,474
740,478
745,478
750,485
755,468
760,464
765,468
770,464
775,458
780,451
785,460
790,473
795,484
800,484
805,482
810,482
815,493
820,505
825,501
830,497
835,489
840,487
845,497
850,515
855,521
860,521
865,518
870,519
875,527
880,545
885,538
890,527
895,515
900,504
905,507
910,518
915,525
920,521
925,516
930,515
935,527
940,541
945,544
950,537
955,521
960,507
965,525
970,540
975,537
980,537
985,525
990,527
995,525
1000,531
1005,533
1010,529
1015,518
1020,519
1025,521
1030,523
1035,525
1040,520
1045,514
1050,511
1055,511
1060,511
1065,514
1070,503
1075,492
1080,482
1085,492
1090,497
1095,497
1100,488
1105,478
1110,468
1115,464
1120,459
1125,451
1130,441
1135,427
1140,416
1145,421
1150,421
1155,418
1160,413
1165,401
1170,391
1175,386
1180,383
1185,377
1190,369
1195,359
1200,350
1205,342
1210,347
1215,346
1220,339
1225,329
1230,322
1235,316
1240,317
1245,313
1250,306
