0,94
5,119
10,122
15,101
20,95
25,93
30,95
35,111
40,119
45,88
50,95
55,85
60,82
65,105
70,84
75,98
80,75
85,76
90,89
95,77
100,80
105,62
110,77
115,83
120,73
125,63
130,62
135,61
140,76
145,50
150,59
155,48
160,52
165,50
170,64
175,52
180,57
185,43
190,51
195,56
200,38
205,49
210,59
215,57
220,56
225,52
230,62
235,67
240,51
245,47
250,57
255,72
260,60
265,63
270,81
275,106
280,84
285,98
290,118
295,82
300,98
305,98
310,113
315,103
320,89
325,134
330,98
335,120
340,209
345,168
350,172
355,202
360,171
365,178
370,206
375,209
380,209
385,270
390,249
395,240
400,277
405,300
410,337
415,288
420,300
425,312
430,331
435,319
440,384
445,391
450,418
455,434
460,442
465,459
470,442
475,475
480,379
485,393
490,384
495,450
500,436
505,441
510,414
515,405
520,425
525,341
530,299
535,444
540,387
545,346
550,402
555,341
560,354
565,307
570,329
575,371
580,361
585,375
590,364
595,345
600,383
605,337
610,355
615,284
620,368
625,385
630,357
635,395
640,350
645,367
650,346
655,376
660,275
665,329
670,315
675,346
680,330
685,369
690,355
695,334
700,360
705,380
710,350
715,400
720,388
725,361
730,361
735,338
740,379
745,379
750,383
755,375
760,383
765,388
770,393
775,392
780,385
785,345
790,383
795,383
800,371
805,354
810,344
815,391
820,383
825,346
830,389
835,383
840,362
845,431
850,401
855,392
860,438
865,388
870,350
875,429
880,439
885,445
890,462
895,463
900,396
905,433
910,455
915,409
920,416
925,460
930,405
935,456
940,447
945,520
950,462
955,461
960,454
965,438
970,448
975,461
980,406
985,440
990,439
995,460
1000,473
1005,490
1010,472
1015,450
1020,461
1025,463
1030,445
1035,495
1040,506
1045,465
1050,438
1055,429
1060,461
1065,454
1070,478
1075,396
1080,405
1085,414
1090,410
1095,428
1100,404
1105,315
1110,374
1115,401
1120,332
1125,342
1130,353
1135,369
1140,337
1145,316
1150,367
1155,316
1160,289
1165,266
1170,251
1175,275
1180,268
1185,296
1190,249
1195,243
1200,243
1205,242
1210,271
1215,264
1220,224
1225,230
1230,200
1235,233
1240,249
1245,201
1250,218
1255,187
1260,198
1265,180
1270,168
1275,186
1280,203
1285,198
1290,190
1295,186
1300,185
1305,193
1310,156
1315,220
1320,176
1325,175
1330,163
1335,133
1340,85
1345,108
1350,118
1355,132
1360,165
1365,167
1370,167
1375,167
1380,154
1385,160
1390,122
1395,134
1400,127
1405,117
1410,100
1415,137
1420,135
1425,130
1430,113
1435,80
0,91
5,110
10,86
15,74
20,86
25,71
30,62
35,69
40,78
45,76
50,57
55,68
60,63
65,64
70,75
75,62
80,38
85,60
90,66
95,67
100,88
105,53
110,67
115,67
120,48
125,49
130,54
135,38
140,39
145,32
150,34
155,48
160,53
165,47
170,40
175,33
180,27
185,47
190,40
195,35
200,51
205,34
210,41
215,43
220,47
225,66
230,56
235,47
240,40
245,49
250,55
255,62
260,68
265,70
270,78
275,79
280,86
285,94
290,101
295,96
300,98
305,93
310,84
315,104
320,134
325,132
330,163
335,164
340,217
345,191
350,196
355,210
360,185
365,197
370,192
375,207
380,235
385,235
390,253
395,271
400,324
405,331
410,315
415,281
420,303
425,302
430,331
435,353
440,412
445,423
450,418
455,502
460,468
465,469
470,471
475,444
480,416
485,391
490,414
495,419
500,464
505,414
510,451
515,435
520,432
525,440
530,410
535,400
540,396
545,422
550,367
555,396
560,373
565,331
570,400
575,346
580,403
585,412
590,399
595,400
600,354
605,354
610,337
615,329
620,383
625,341
630,353
635,380
640,375
645,396
650,393
655,334
660,295
665,308
670,281
675,263
680,275
685,187
690,367
695,338
700,334
705,334
710,351
715,372
720,295
725,315
730,292
735,329
740,321
745,300
750,342
755,306
760,322
765,315
770,186
775,346
780,371
785,360
790,378
795,371
800,393
805,368
810,367
815,371
820,404
825,379
830,411
835,400
840,361
845,378
850,433
855,447
860,379
865,448
870,436
875,410
880,468
885,477
890,469
895,413
900,403
905,401
910,447
915,430
920,451
925,418
930,433
935,448
940,498
945,513
950,482
955,490
960,469
965,439
970,443
975,472
980,473
985,469
990,481
995,445
1000,469
1005,477
1010,499
1015,468
1020,459
1025,470
1030,464
1035,513
1040,494
1045,487
1050,426
1055,447
1060,405
1065,461
1070,414
1075,421
1080,389
1085,409
1090,399
1095,440
1100,393
1105,383
1110,410
1115,398
1120,387
1125,378
1130,393
1135,318
1140,333
1145,380
1150,338
1155,371
1160,346
1165,357
1170,350
1175,307
1180,308
1185,304
1190,288
1195,250
1200,256
1205,250
1210,262
1215,254
1220,268
1225,251
1230,239
1235,208
1240,202
1245,227
1250,300
1255,218
1260,253
1265,238
1270,257
1275,228
1280,247
1285,198
1290,196
1295,221
1300,232
1305,194
1310,179
1315,193
1320,192
1325,178
