0,31
5,30
10,30
15,28
20,27
25,25
30,28
35,28
40,28
45,25
50,29
55,30
60,26
65,30
70,25
75,22
80,22
85,29
90,26
95,18
100,18
105,20
110,21
115,20
120,23
125,20
130,22
135,21
140,26
145,24
150,26
155,26
160,26
165,23
170,27
175,21
180,22
185,21
190,21
195,21
200,23
205,29
210,26
215,23
220,28
225,23
230,25
235,27
240,27
245,27
250,26
255,30
260,31
265,32
270,29
275,32
280,32
285,44
290,43
295,39
300,39
305,42
310,49
315,48
320,55
325,54
330,54
335,60
340,62
345,72
350,73
355,57
360,63
365,65
370,72
375,66
380,62
385,67
390,70
395,77
400,82
405,85
410,91
415,85
420,91
425,85
430,82
435,84
440,100
445,97
450,89
455,106
460,101
465,110
470,99
475,106
480,98
485,93
490,102
495,104
500,108
505,107
510,100
515,104
520,104
525,100
530,97
535,105
540,105
545,88
550,84
555,92
560,88
565,93
570,80
575,84
580,84
585,83
590,85
595,75
600,70
605,75
610,85
615,73
620,75
625,77
630,79
635,77
640,76
645,76
650,76
655,79
660,69
665,79
670,70
675,82
680,79
685,73
690,76
695,73
700,72
705,76
710,83
715,76
720,81
725,73
730,82
735,84
740,74
745,76
750,84
755,76
760,76
765,82
770,72
775,84
780,81
785,76
790,88
795,78
800,88
805,77
810,81
815,87
820,84
825,88
830,87
835,88
840,88
845,83
850,96
855,93
860,82
865,103
870,91
875,104
880,98
885,104
890,102
895,100
900,92
905,99
910,102
915,109
920,105
925,106
930,103
935,106
940,104
945,110
950,101
955,104
960,102
965,94
970,107
975,108
980,116
985,100
990,107
995,103
1000,106
1005,107
1010,113
1015,105
1020,94
1025,97
1030,104
1035,104
1040,108
1045,101
1050,108
1055,98
1060,103
1065,104
1070,100
1075,101
1080,92
1085,99
1090,88
1095,94
1100,93
1105,81
1110,84
1115,89
1120,91
1125,88
1130,80
1135,82
1140,74
1145,75
1150,69
1155,73
1160,72
1165,69
1170,67
1175,63
1180,63
1185,64
1190,56
1195,58
1200,58
1205,58
1210,55
1215,59
1220,59
1225,53
1230,55
1235,51
1240,49
1245,55
1250,54
1255,52
1260,47
1265,55
1270,49
1275,53
1280,55
1285,47
1290,50
1295,46
1300,47
1305,48
1310,47
1315,48
1320,49
1325,46
1330,41
1335,47
1340,41
1345,48
1350,42
1355,43
1360,41
1365,39
1370,36
1375,35
1380,38
1385,34
1390,35
1395,34
1400,38
1405,35
1410,29
1415,33
1420,27
1425,33
1430,31
1435,27
0,31
5,30
10,26
15,24
20,24
25,21
30,27
35,23
40,25
45,20
50,28
55,21
60,18
65,25
70,24
75,25
80,19
85,25
90,24
95,25
100,23
105,24
110,25
115,24
120,26
125,24
130,24
135,24
140,22
145,23
150,24
155,28
160,26
165,24
170,26
175,27
180,22
185,24
190,24
195,23
200,25
205,25
210,26
215,28
220,32
225,29
230,34
235,27
240,27
245,33
250,35
255,35
260,35
265,36
270,36
275,40
280,42
285,39
290,43
295,45
300,46
305,49
310,46
315,53
320,66
325,55
330,67
335,60
340,69
345,70
350,70
355,61
360,58
365,65
370,75
375,69
380,62
385,82
390,78
395,77
400,90
405,89
410,89
415,90
420,82
425,89
430,86
435,95
440,93
445,100
450,97
455,90
460,100
465,101
470,106
475,99
480,91
485,102
490,99
495,102
500,109
505,100
510,109
515,107
520,106
525,105
530,113
535,102
540,93
545,91
550,99
555,96
560,89
565,92
570,77
575,88
580,87
585,92
590,92
595,82
600,83
605,82
610,87
615,89
620,87
625,83
630,83
635,87
640,88
645,90
650,86
655,81
660,80
665,78
670,84
675,84
680,83
685,83
690,79
695,90
700,84
705,84
710,88
715,88
720,69
725,81
730,73
735,88
740,90
745,80
750,78
755,81
760,82
765,82
770,85
775,83
780,84
785,75
790,83
795,75
800,84
805,81
810,82
815,90
820,83
825,86
830,87
835,87
840,86
845,93
850,85
855,87
860,94
865,94
870,91
875,99
880,103
885,119
890,116
895,103
900,96
905,100
910,109
915,112
920,108
925,105
930,105
935,106
940,120
945,109
950,100
955,111
960,102
965,106
970,115
975,123
980,112
985,124
990,104
995,106
1000,114
1005,113
1010,110
1015,115
1020,114
1025,115
1030,108
1035,109
1040,99
1045,115
1050,112
1055,113
1060,109
1065,110
1070,106
1075,103
1080,102
1085,98
1090,103
1095,101
1100,103
1105,96
1110,101
1115,86
1120,94
1125,92
1130,91
1135,86
1140,71
1145,79
1150,84
1155,77
1160,67
1165,72
1170,71
1175,67
1180,71
1185,64
1190,61
1195,65
1200,65
1205,64
1210,64
1215,60
1220,60
1225,66
1230,69
1235,64
1240,66
1245,66
1250,58
1255,61
1260,62
1265,65
1270,62
1275,56
1280,59
1285,61
1290,61
1295,61
1300,51
1305,54
1310,51
1315,51
1320,49
1325,40
1330,46
1335,42
1340,51
1345,48
1350,50
1355,46
1360,50
1365,46
1370,38
1375,40
1380,34
1385,43
1390,39
1395,36
1400,33
1405,33
1410,32
1415,33
1420,28
1425,28
1430,29
1435,25
0,33
5,25
10,25
15,27
20,27
25,29
30,26
35,25
40,23
45,24
50,24
55,23
60,22
65,22
70,20
75,23
80,21
85,20
90,24
95,20
100,22
105,18
110,22
115,21
120,22
125,18
130,21
135,22
140,23
145,20
150,19
155,24
160,26
165,20
170,20
175,19
180,19
185,19
190,17
195,21
200,20
205,21
210,23
215,19
220,19
225,21
230,24
235,22
240,19
245,23
250,25
255,28
260,32
265,27
270,28
275,31
280,32
285,31
290,32
295,35
300,42
305,39
310,44
315,53
320,50
325,52
330,56
335,61
340,63
