0,16
5,18
10,21
15,18
20,15
25,16
30,15
35,17
40,21
45,15
50,10
55,14
60,10
65,16
70,11
75,16
80,9
85,13
90,13
95,18
100,10
105,5
110,13
115,11
120,15
125,10
130,6
135,10
140,7
145,12
150,14
155,17
160,12
165,13
170,10
175,11
180,14
185,13
190,12
195,13
200,19
205,11
210,5
215,8
220,12
225,7
230,7
235,9
240,13
245,12
250,6
255,12
260,8
265,12
270,11
275,15
280,15
285,21
290,22
295,18
300,18
305,21
310,26
315,20
320,25
325,38
330,31
335,41
340,48
345,42
350,38
355,36
360,38
365,43
370,41
375,41
380,53
385,61
390,47
395,48
400,65
405,56
410,65
415,68
420,66
425,65
430,72
435,71
440,76
445,76
450,93
455,95
460,83
465,91
470,97
475,93
480,81
485,82
490,77
495,86
500,92
505,90
510,78
515,84
520,86
525,88
530,85
535,84
540,80
545,71
550,87
555,68
560,71
565,63
570,55
575,65
580,70
585,68
590,65
595,60
600,62
605,63
610,71
615,47
620,66
625,64
630,71
635,60
640,65
645,64
650,55
655,61
660,55
665,43
670,55
675,60
680,58
685,52
690,67
695,60
700,58
705,74
710,58
715,61
720,61
725,67
730,63
735,63
740,68
745,65
750,71
755,71
760,66
765,70
770,58
775,70
780,68
785,64
790,63
795,65
800,70
805,63
810,60
815,67
820,72
825,60
830,70
835,68
840,67
845,70
850,68
855,72
860,77
865,60
870,63
875,73
880,75
885,71
890,77
895,81
900,64
905,70
910,80
915,75
920,80
925,80
930,73
935,75
940,81
945,88
950,83
955,78
960,80
965,73
970,76
975,81
980,70
985,80
990,80
995,76
1000,83
1005,83
1010,75
1015,72
1020,80
1025,76
1030,79
1035,83
1040,84
1045,81
1050,71
1055,74
1060,76
1065,73
1070,71
1075,77
1080,66
1085,76
1090,64
1095,67
1100,69
1105,46
1110,65
1115,68
1120,65
1125,55
1130,61
1135,55
1140,67
1145,61
1150,50
1155,57
1160,46
1165,48
1170,45
1175,40
1180,45
1185,45
1190,45
1195,43
1200,35
1205,43
1210,51
